question,scratch,answer
They decided to hold the party in their backyard. If they have 11 sets of tables and each set has 13 chairs How many chairs do they have in the backyard? The word problem can be solved by multiplying 11 by 13.  ,<scratch>To multiply 11 by 13 to get 143, we can think of it as addition of 11 13 times. Adding 11 to the current total, which is 0. Adding 11 to the current total, which is 11. Adding 11 to the current total, which is 22. Adding 11 to the current total, which is 33. Adding 11 to the current total, which is 44. Adding 11 to the current total, which is 55. Adding 11 to the current total, which is 66. Adding 11 to the current total, which is 77. Adding 11 to the current total, which is 88. Adding 11 to the current total, which is 99. Adding 11 to the current total, which is 110. Adding 11 to the current total, which is 121. Adding 11 to the current total, which is 132. After repeating this process 13 times, we get the final product, which is 143. </scratch>,143
After resting they decided to go for a swim. The depth of the water is 15 times Dean's height. Dean is 4 feet taller than Ron. If Ron stands at 13 feet How deep was the water? The word problem can be solved by multiplying 17 by 15.  ,<scratch>To multiply 17 by 15 to get 255, we can think of it as addition of 17 15 times. Adding 17 to the current total, which is 0. Adding 17 to the current total, which is 17. Adding 17 to the current total, which is 34. Adding 17 to the current total, which is 51. Adding 17 to the current total, which is 68. Adding 17 to the current total, which is 85. Adding 17 to the current total, which is 102. Adding 17 to the current total, which is 119. Adding 17 to the current total, which is 136. Adding 17 to the current total, which is 153. Adding 17 to the current total, which is 170. Adding 17 to the current total, which is 187. After repeating this process 15 times, we get the final product, which is 255. </scratch>,255
An industrial machine worked for 5 minutes. It can make 4 shirts a minute. How many shirts did machine make? The word problem can be solved by multiplying 4 by 5.  ,<scratch>To multiply 4 by 5 to get 20, we can think of it as addition of 4 5 times. Adding 4 to the current total, which is 0. Adding 4 to the current total, which is 4. Adding 4 to the current total, which is 8. Adding 4 to the current total, which is 12. Adding 4 to the current total, which is 16. After repeating this process 5 times, we get the final product, which is 20. </scratch>,20
Luke played 177 rounds of a trivia game. If he gained 46 points in each round How many points did he score in the game? The word problem can be solved by multiplying 177 by 46.  ,<scratch>To multiply 177 by 46 to get 8142, we can think of it as addition of 46 177 times. Adding 46 to the current total, which is 0. Adding 46 to the current total, which is 46. Adding 46 to the current total, which is 92. Adding 46 to the current total, which is 138. Adding 46 to the current total, which is 184. Adding 46 to the current total, which is 230. Adding 46 to the current total, which is 276. Adding 46 to the current total, which is 322. Adding 46 to the current total, which is 368. Adding 46 to the current total, which is 414. Adding 46 to the current total, which is 460. Adding 46 to the current total, which is 506. Adding 46 to the current total, which is 552. Adding 46 to the current total, which is 598. Adding 46 to the current total, which is 644. Adding 46 to the current total, which is 690. Adding 46 to the current total, which is 736. Adding 46 to the current total, which is 782. Adding 46 to the current total, which is 828. Adding 46 to the current total, which is 874. Adding 46 to the current total, which is 920. Adding 46 to the current total, which is 966. Adding 46 to the current total, which is 1012. Adding 46 to the current total, which is 1058. Adding 46 to the current total, which is 1104. Adding 46 to the current total, which is 1150. Adding 46 to the current total, which is 1196. Adding 46 to the current total, which is 1242. Adding 46 to the current total, which is ,1288. Adding 46 to the current total, which is 1334. Adding 46 to the current total, which is 1380. Adding 46 to the current total, which is 1426. Adding 46 to the current total, which is 1472. Adding 46 to the current total, which is 1518. Adding  46 to the current total, which is 1564. Adding 46 to the current total, which is 1610. Adding 46 to the current total, which is 1656. Adding 46 to the current total, which is 1702. Adding 46 to the current total, which is 1748. Adding 46 to the current total, which is 1794. Adding 46 to the current total, which is 1840. Adding 46 to the current total, which is 1886. Adding 46 to the current total, which is 1932. Adding 46 to the current total, which is 1978. Adding 46 to the current total, which is 2024. Adding 46 to the current total, which is 2070. Adding 46 to the current total, which is 2116. Adding 46 to the current total, which is 2162. Adding 46 to the current total, which is 2208. Adding 46 to the current total, which is 2254. Adding 46 to the current total, which is 2300. Adding 46 to the current total, which is 2346. Adding 46 to the current total, which is 2392. Adding  46 to the current total, which is 2438. Adding 46 to the current total, which is 2484. Adding 46 to the current total, which is 2530. Adding 46 to the current total, which is 2576. Adding 46 to the current total, which is 2622.
Matthew had some crackers. If Matthew gave 2 crackers to each of his 11 friends How many crackers did Matthew have? The word problem can be solved by multiplying 11 by 2.  ,<scratch>To multiply 11 by 2 to get 22, we can think of it as addition of 11 2 times. Adding 11 to the current total, which is 0. Adding 11 to the current total, which is 11. After repeating this process 2 times, we get the final product, which is 22.</scratch>,22
There is no multiplication operation in this equation,<scratch> </scratch>,10 + 10 = 20
If each bag has 41 cookies and you had 53 bags of cookies How many cookies would you have? The word problem can be solved by multiplying 53 by 41.  ,<scratch>To multiply 53 by 41 to get 2173, we can think of it as addition of 53 41 times. Adding 53 to the current total, which is 0. Adding 53 to the current total, which is 53. Adding 53 to the current total, which is 106. Adding 53 to the current total, which is 159. Adding 53 to the current total, which is 212. Adding 53 to the current total, which is 265. Adding 53 to the current total, which is 318. Adding 53 to the current total, which is 371. Adding 53 to the current total, which is 424. Adding 53 to the current total, which is 477. Adding 53 to the current total, which is 530. Adding 53 to the current total, which is 583. Adding 53 to the current total, which is 636. Adding 53 to the current total, which is 689. Adding 53 to the current total, which is 742. Adding 53 to the current total, which is 795. Adding 53 to the current total, which is 848. Adding 53 to the current total, which is 901. Adding 53 to the current total, which is 954. Adding 53 to the current total, which is 1007. Adding 53 to the current total, which is 1060. Adding 53 to the current total, which is 1113. Adding 53 to the current total, which is 1166. Adding 53 to the current total, which is 1219. Adding 53 to the current total, which is 1272. Adding 53 to the current total, which is 1325. Adding 53 to the current total, which is 1378. Adding 53 to the current total, which is 1431. After repeating this process 41 times, we,get 2173. 2173
The Razorback shop makes $ 5 dollars off each jersey and $ 215 off each t-shirt. During the Arkansas and Texas tech game they sold 20 t-shirts and 64 jerseys. How much money did they make from selling the t-shirts? The word problem can be solved by multiplying 215 by 20.  ,<scratch>To multiply 215 by 20 to get 4300, we can think of it as addition of 215 20 times. Adding 215 to the current total, which is 0. Adding 215 to the current total, which is 215. Adding 215 to the current total, which is 430. Adding 215 to the current total, which is 645. Adding 215 to the current total, which is 860. Adding 215 to the current total, which is 1075. Adding 215 to the current total, which is 1290. Adding 215 to the current total, which is 1505. Adding 215 to the current total, which is 1720. Adding 215 to the current total, which is 1935. Adding 215 to the current total, which is 2150. Adding 215 to the current total, which is 2365. Adding 215 to the current total, which is 2580. Adding 215 to the current total, which is 2795. Adding 215 to the current total, which is 3010. Adding 215 to the current total, which is 3225. Adding 215 to the current total, which is 3440. Adding 215 to the current total, which is 3655. Adding 215 to the current total, which is 3870. Adding 215 to the current total, which is 4085. Adding 215 to the current total, which is 4300. After repeating this process 20 times, we get the final product, which is 4300. </scratch>,4300
Emily is making bead necklaces for her friends where each necklace takes 5 beads. She made 4 necklaces. How many beads did Emily have? The word problem can be solved by multiplying 4 by 5.  ,<scratch>To multiply 4 by 5 to get 20, we can think of it as addition of 4 5 times. Adding 4 to the current total, which is 0. Adding 4 to the current total, which is 4. Adding 4 to the current total, which is 8. Adding 4 to the current total, which is 12. Adding 4 to the current total, which is 16. After repeating this process 5 times, we get the final product, which is 20. </scratch>,20
Faye was placing her pencils into 14 rows with 11 pencils in each row. How many pencils does she have? The word problem can be solved by multiplying 14 by 11.  ,<scratch>To multiply 14 by 11 to get 154, we can think of it as addition of 11 14 times. Adding 11 to the current total, which is 0. Adding 11 to the current total, which is 11. Adding 11 to the current total, which is 22. Adding 11 to the current total, which is 33. Adding 11 to the current total, which is 44. Adding 11 to the current total, which is 55. Adding 11 to the current total, which is 66. Adding 11 to the current total, which is 77. Adding 11 to the current total, which is 88. Adding 11 to the current total, which is 99. Adding 11 to the current total, which is 110. Adding 11 to the current total, which is 121. Adding 11 to the current total, which is 132. After repeating this process 14 times, we get the final product, which is 154. </scratch>,154
